start;payout_offer;payout_accept;fee
48124;24677915;175322085;300000
48125;24675325;175324675;300000
48126;24672734;175327266;300000
48127;24670144;175329856;300000
48128;24667553;175332447;300000
48129;24664963;175335037;300000
48130;24662373;175337627;300000
48131;24659783;175340217;300000
48132;24657193;175342807;300000
48133;24654603;175345397;300000
48134;24652013;175347987;300000
48135;24649423;175350577;300000
48136;24646834;175353166;300000
48137;24644245;175355755;300000
48138;24641655;175358345;300000
48139;24639066;175360934;300000
48140;24636477;175363523;300000
48141;24633888;175366112;300000
48142;24631299;175368701;300000
48143;24628710;175371290;300000
48144;24626122;175373878;300000
48145;24623533;175376467;300000
48146;24620945;175379055;300000
48147;24618356;175381644;300000
48148;24615768;175384232;300000
48149;24613180;175386820;300000
48150;24610592;175389408;300000
48151;24608004;175391996;300000
48152;24605416;175394584;300000
48153;24602828;175397172;300000
48154;24600241;175399759;300000
48155;24597653;175402347;300000
48156;24595066;175404934;300000
48157;24592479;175407521;300000
48158;24589892;175410108;300000
48159;24587305;175412695;300000
48160;24584718;175415282;300000
48161;24582131;175417869;300000
48162;24579544;175420456;300000
48163;24576957;175423043;300000
48164;24574371;175425629;300000
48165;24571784;175428216;300000
48166;24569198;175430802;300000
48167;24566612;175433388;300000
48168;24564026;175435974;300000
48169;24561440;175438560;300000
48170;24558854;175441146;300000
48171;24556268;175443732;300000
48172;24553683;175446317;300000
48173;24551097;175448903;300000
48174;24548512;175451488;300000
48175;24545926;175454074;300000
48176;24543341;175456659;300000
48177;24540756;175459244;300000
48178;24538171;175461829;300000
48179;24535586;175464414;300000
48180;24533001;175466999;300000
48181;24530417;175469583;300000
48182;24527832;175472168;300000
48183;24525247;175474753;300000
48184;24522663;175477337;300000
48185;24520079;175479921;300000
48186;24517495;175482505;300000
48187;24514911;175485089;300000
48188;24512327;175487673;300000
48189;24509743;175490257;300000
48190;24507159;175492841;300000
48191;24504576;175495424;300000
48192;24501992;175498008;300000
48193;24499409;175500591;300000
48194;24496825;175503175;300000
48195;24494242;175505758;300000
48196;24491659;175508341;300000
48197;24489076;175510924;300000
48198;24486493;175513507;300000
48199;24483910;175516090;300000
48200;24481328;175518672;300000
48201;24478745;175521255;300000
48202;24476163;175523837;300000
48203;24473580;175526420;300000
48204;24470998;175529002;300000
48205;24468416;175531584;300000
48206;24465834;175534166;300000
48207;24463252;175536748;300000
48208;24460670;175539330;300000
48209;24458089;175541911;300000
48210;24455507;175544493;300000
48211;24452926;175547074;300000
48212;24450344;175549656;300000
48213;24447763;175552237;300000
48214;24445182;175554818;300000
48215;24442601;175557399;300000
48216;24440020;175559980;300000
48217;24437439;175562561;300000
48218;24434858;175565142;300000
48219;24432278;175567722;300000
48220;24429697;175570303;300000
48221;24427117;175572883;300000
48222;24424537;175575463;300000
48223;24421956;175578044;300000
48224;24419376;175580624;300000
48225;24416796;175583204;300000
48226;24414216;175585784;300000
48227;24411637;175588363;300000
48228;24409057;175590943;300000
48229;24406477;175593523;300000
48230;24403898;175596102;300000
48231;24401319;175598681;300000
48232;24398739;175601261;300000
48233;24396160;175603840;300000
48234;24393581;175606419;300000
48235;24391002;175608998;300000
48236;24388424;175611576;300000
48237;24385845;175614155;300000
48238;24383266;175616734;300000
48239;24380688;175619312;300000
48240;24378109;175621891;300000
48241;24375531;175624469;300000
48242;24372953;175627047;300000
48243;24370375;175629625;300000
48244;24367797;175632203;300000
48245;24365219;175634781;300000
48246;24362641;175637359;300000
48247;24360064;175639936;300000
48248;24357486;175642514;300000
48249;24354909;175645091;300000
48250;24352332;175647668;300000
48251;24349754;175650246;300000
48252;24347177;175652823;300000
48253;24344600;175655400;300000
48254;24342023;175657977;300000
48255;24339447;175660553;300000
48256;24336870;175663130;300000
48257;24334293;175665707;300000
48258;24331717;175668283;300000
48259;24329141;175670859;300000
48260;24326564;175673436;300000
48261;24323988;175676012;300000
48262;24321412;175678588;300000
48263;24318836;175681164;300000
48264;24316261;175683739;300000
48265;24313685;175686315;300000
48266;24311109;175688891;300000
48267;24308534;175691466;300000
48268;24305958;175694042;300000
48269;24303383;175696617;300000
48270;24300808;175699192;300000
48271;24298233;175701767;300000
48272;24295658;175704342;300000
48273;24293083;175706917;300000
48274;24290508;175709492;300000
48275;24287934;175712066;300000
48276;24285359;175714641;300000
48277;24282785;175717215;300000
48278;24280210;175719790;300000
48279;24277636;175722364;300000
48280;24275062;175724938;300000
48281;24272488;175727512;300000
48282;24269914;175730086;300000
48283;24267340;175732660;300000
48284;24264767;175735233;300000
48285;24262193;175737807;300000
48286;24259620;175740380;300000
48287;24257046;175742954;300000
48288;24254473;175745527;300000
48289;24251900;175748100;300000
48290;24249327;175750673;300000
48291;24246754;175753246;300000
48292;24244181;175755819;300000
48293;24241609;175758391;300000
48294;24239036;175760964;300000
48295;24236463;175763537;300000
48296;24233891;175766109;300000
48297;24231319;175768681;300000
48298;24228747;175771253;300000
48299;24226174;175773826;300000
48300;24223602;175776398;300000
48301;24221031;175778969;300000
48302;24218459;175781541;300000
48303;24215887;175784113;300000
48304;24213316;175786684;300000
48305;24210744;175789256;300000
48306;24208173;175791827;300000
48307;24205602;175794398;300000
48308;24203031;175796969;300000
48309;24200460;175799540;300000
48310;24197889;175802111;300000
48311;24195318;175804682;300000
48312;24192747;175807253;300000
48313;24190177;175809823;300000
48314;24187606;175812394;300000
48315;24185036;175814964;300000
48316;24182465;175817535;300000
48317;24179895;175820105;300000
48318;24177325;175822675;300000
48319;24174755;175825245;300000
48320;24172185;175827815;300000
48321;24169616;175830384;300000
48322;24167046;175832954;300000
48323;24164477;175835523;300000
48324;24161907;175838093;300000
48325;24159338;175840662;300000
48326;24156769;175843231;300000
48327;24154200;175845800;300000
48328;24151631;175848369;300000
48329;24149062;175850938;300000
48330;24146493;175853507;300000
48331;24143924;175856076;300000
48332;24141356;175858644;300000
48333;24138787;175861213;300000
48334;24136219;175863781;300000
48335;24133651;175866349;300000
48336;24131082;175868918;300000
48337;24128514;175871486;300000
48338;24125946;175874054;300000
48339;24123379;175876621;300000
48340;24120811;175879189;300000
48341;24118243;175881757;300000
48342;24115676;175884324;300000
48343;24113108;175886892;300000
48344;24110541;175889459;300000
48345;24107974;175892026;300000
48346;24105407;175894593;300000
48347;24102840;175897160;300000
48348;24100273;175899727;300000
48349;24097706;175902294;300000
48350;24095140;175904860;300000
48351;24092573;175907427;300000
48352;24090007;175909993;300000
48353;24087440;175912560;300000
48354;24084874;175915126;300000
48355;24082308;175917692;300000
48356;24079742;175920258;300000
48357;24077176;175922824;300000
48358;24074610;175925390;300000
48359;24072045;175927955;300000
48360;24069479;175930521;300000
48361;24066913;175933087;300000
48362;24064348;175935652;300000
48363;24061783;175938217;300000
48364;24059218;175940782;300000
48365;24056653;175943347;300000
48366;24054088;175945912;300000
48367;24051523;175948477;300000
48368;24048958;175951042;300000
48369;24046393;175953607;300000
48370;24043829;175956171;300000
48371;24041264;175958736;300000
48372;24038700;175961300;300000
48373;24036136;175963864;300000
48374;24033572;175966428;300000
48375;24031008;175968992;300000
48376;24028444;175971556;300000
48377;24025880;175974120;300000
48378;24023316;175976684;300000
48379;24020753;175979247;300000
48380;24018189;175981811;300000
48381;24015626;175984374;300000
48382;24013063;175986937;300000
48383;24010500;175989500;300000
48384;24007937;175992063;300000
48385;24005374;175994626;300000
48386;24002811;175997189;300000
48387;24000248;175999752;300000
48388;23997685;176002315;300000
48389;23995123;176004877;300000
48390;23992560;176007440;300000
48391;23989998;176010002;300000
48392;23987436;176012564;300000
48393;23984874;176015126;300000
48394;23982312;176017688;300000
48395;23979750;176020250;300000
48396;23977188;176022812;300000
48397;23974627;176025373;300000
48398;23972065;176027935;300000
48399;23969504;176030496;300000
48400;23966942;176033058;300000
48401;23964381;176035619;300000
48402;23961820;176038180;300000
48403;23959259;176040741;300000
48404;23956698;176043302;300000
48405;23954137;176045863;300000
48406;23951576;176048424;300000
48407;23949016;176050984;300000
48408;23946455;176053545;300000
48409;23943895;176056105;300000
48410;23941334;176058666;300000
48411;23938774;176061226;300000
48412;23936214;176063786;300000
48413;23933654;176066346;300000
48414;23931094;176068906;300000
48415;23928535;176071465;300000
48416;23925975;176074025;300000
48417;23923415;176076585;300000
48418;23920856;176079144;300000
48419;23918297;176081703;300000
48420;23915737;176084263;300000
48421;23913178;176086822;300000
48422;23910619;176089381;300000
48423;23908060;176091940;300000
48424;23905501;176094499;300000
48425;23902943;176097057;300000
48426;23900384;176099616;300000
48427;23897826;176102174;300000
48428;23895267;176104733;300000
48429;23892709;176107291;300000
48430;23890151;176109849;300000
48431;23887593;176112407;300000
48432;23885035;176114965;300000
48433;23882477;176117523;300000
48434;23879919;176120081;300000
48435;23877361;176122639;300000
48436;23874804;176125196;300000
48437;23872246;176127754;300000
48438;23869689;176130311;300000
48439;23867132;176132868;300000
48440;23864575;176135425;300000
48441;23862018;176137982;300000
48442;23859461;176140539;300000
48443;23856904;176143096;300000
48444;23854347;176145653;300000
48445;23851791;176148209;300000
48446;23849234;176150766;300000
48447;23846678;176153322;300000
48448;23844122;176155878;300000
48449;23841565;176158435;300000
48450;23839009;176160991;300000
48451;23836453;176163547;300000
48452;23833897;176166103;300000
48453;23831342;176168658;300000
48454;23828786;176171214;300000
48455;23826231;176173769;300000
48456;23823675;176176325;300000
48457;23821120;176178880;300000
48458;23818565;176181435;300000
48459;23816009;176183991;300000
48460;23813454;176186546;300000
48461;23810899;176189101;300000
48462;23808345;176191655;300000
48463;23805790;176194210;300000
48464;23803235;176196765;300000
48465;23800681;176199319;300000
48466;23798127;176201873;300000
48467;23795572;176204428;300000
48468;23793018;176206982;300000
48469;23790464;176209536;300000
48470;23787910;176212090;300000
48471;23785356;176214644;300000
48472;23782802;176217198;300000
48473;23780249;176219751;300000
48474;23777695;176222305;300000
48475;23775142;176224858;300000
48476;23772588;176227412;300000
48477;23770035;176229965;300000
48478;23767482;176232518;300000
48479;23764929;176235071;300000
48480;23762376;176237624;300000
48481;23759823;176240177;300000
48482;23757271;176242729;300000
48483;23754718;176245282;300000
48484;23752166;176247834;300000
48485;23749613;176250387;300000
48486;23747061;176252939;300000
48487;23744509;176255491;300000
48488;23741957;176258043;300000
48489;23739405;176260595;300000
48490;23736853;176263147;300000
48491;23734301;176265699;300000
48492;23731750;176268250;300000
48493;23729198;176270802;300000
48494;23726647;176273353;300000
48495;23724095;176275905;300000
48496;23721544;176278456;300000
48497;23718993;176281007;300000
48498;23716442;176283558;300000
48499;23713891;176286109;300000
48500;23711340;176288660;300000
48501;23708790;176291210;300000
48502;23706239;176293761;300000
48503;23703688;176296312;300000
48504;23701138;176298862;300000
48505;23698588;176301412;300000
48506;23696038;176303962;300000
48507;23693488;176306512;300000
48508;23690938;176309062;300000
48509;23688388;176311612;300000
48510;23685838;176314162;300000
48511;23683288;176316712;300000
48512;23680739;176319261;300000
48513;23678189;176321811;300000
48514;23675640;176324360;300000
48515;23673091;176326909;300000
48516;23670542;176329458;300000
48517;23667993;176332007;300000
48518;23665444;176334556;300000
48519;23662895;176337105;300000
48520;23660346;176339654;300000
48521;23657798;176342202;300000
48522;23655249;176344751;300000
48523;23652701;176347299;300000
48524;23650153;176349847;300000
48525;23647604;176352396;300000
48526;23645056;176354944;300000
48527;23642508;176357492;300000
48528;23639960;176360040;300000
48529;23637413;176362587;300000
48530;23634865;176365135;300000
48531;23632317;176367683;300000
48532;23629770;176370230;300000
48533;23627223;176372777;300000
48534;23624675;176375325;300000
48535;23622128;176377872;300000
48536;23619581;176380419;300000
48537;23617034;176382966;300000
48538;23614488;176385512;300000
48539;23611941;176388059;300000
48540;23609394;176390606;300000
48541;23606848;176393152;300000
48542;23604301;176395699;300000
48543;23601755;176398245;300000
48544;23599209;176400791;300000
48545;23596663;176403337;300000
48546;23594117;176405883;300000
48547;23591571;176408429;300000
48548;23589025;176410975;300000
48549;23586480;176413520;300000
48550;23583934;176416066;300000
48551;23581389;176418611;300000
48552;23578843;176421157;300000
48553;23576298;176423702;300000
48554;23573753;176426247;300000
48555;23571208;176428792;300000
48556;23568663;176431337;300000
48557;23566118;176433882;300000
48558;23563573;176436427;300000
48559;23561029;176438971;300000
48560;23558484;176441516;300000
48561;23555940;176444060;300000
48562;23553396;176446604;300000
48563;23550851;176449149;300000
48564;23548307;176451693;300000
48565;23545763;176454237;300000
48566;23543220;176456780;300000
48567;23540676;176459324;300000
48568;23538132;176461868;300000
48569;23535589;176464411;300000
48570;23533045;176466955;300000
48571;23530502;176469498;300000
48572;23527958;176472042;300000
48573;23525415;176474585;300000
48574;23522872;176477128;300000
48575;23520329;176479671;300000
48576;23517787;176482213;300000
48577;23515244;176484756;300000
48578;23512701;176487299;300000
48579;23510159;176489841;300000
48580;23507616;176492384;300000
48581;23505074;176494926;300000
48582;23502532;176497468;300000
48583;23499990;176500010;300000
48584;23497448;176502552;300000
48585;23494906;176505094;300000
48586;23492364;176507636;300000
48587;23489822;176510178;300000
48588;23487281;176512719;300000
48589;23484739;176515261;300000
48590;23482198;176517802;300000
48591;23479657;176520343;300000
48592;23477116;176522884;300000
48593;23474575;176525425;300000
48594;23472034;176527966;300000
48595;23469493;176530507;300000
48596;23466952;176533048;300000
48597;23464411;176535589;300000
48598;23461871;176538129;300000
48599;23459330;176540670;300000
48600;23456790;176543210;300000
48601;23454250;176545750;300000
48602;23451710;176548290;300000
48603;23449170;176550830;300000
48604;23446630;176553370;300000
48605;23444090;176555910;300000
48606;23441550;176558450;300000
48607;23439011;176560989;300000
48608;23436471;176563529;300000
48609;23433932;176566068;300000
48610;23431393;176568607;300000
48611;23428854;176571146;300000
48612;23426314;176573686;300000
48613;23423776;176576224;300000
48614;23421237;176578763;300000
48615;23418698;176581302;300000
48616;23416159;176583841;300000
48617;23413621;176586379;300000
48618;23411082;176588918;300000
48619;23408544;176591456;300000
48620;23406006;176593994;300000
48621;23403468;176596532;300000
48622;23400930;176599070;300000
48623;23398392;176601608;300000
48624;23395854;176604146;300000
48625;23393316;176606684;300000
48626;23390779;176609221;300000
48627;23388241;176611759;300000
48628;23385704;176614296;300000
48629;23383166;176616834;300000
48630;23380629;176619371;300000
48631;23378092;176621908;300000
48632;23375555;176624445;300000
48633;23373018;176626982;300000
48634;23370482;176629518;300000
48635;23367945;176632055;300000
48636;23365408;176634592;300000
48637;23362872;176637128;300000
48638;23360336;176639664;300000
48639;23357799;176642201;300000
48640;23355263;176644737;300000
48641;23352727;176647273;300000
48642;23350191;176649809;300000
48643;23347655;176652345;300000
48644;23345120;176654880;300000
48645;23342584;176657416;300000
48646;23340049;176659951;300000
48647;23337513;176662487;300000
48648;23334978;176665022;300000
48649;23332443;176667557;300000
48650;23329908;176670092;300000
48651;23327373;176672627;300000
48652;23324838;176675162;300000
48653;23322303;176677697;300000
48654;23319768;176680232;300000
48655;23317234;176682766;300000
48656;23314699;176685301;300000
48657;23312165;176687835;300000
48658;23309630;176690370;300000
48659;23307096;176692904;300000
48660;23304562;176695438;300000
48661;23302028;176697972;300000
48662;23299494;176700506;300000
48663;23296961;176703039;300000
48664;23294427;176705573;300000
48665;23291894;176708106;300000
48666;23289360;176710640;300000
48667;23286827;176713173;300000
48668;23284294;176715706;300000
48669;23281760;176718240;300000
48670;23279227;176720773;300000
48671;23276695;176723305;300000
48672;23274162;176725838;300000
48673;23271629;176728371;300000
48674;23269096;176730904;300000
48675;23266564;176733436;300000
48676;23264032;176735968;300000
48677;23261499;176738501;300000
48678;23258967;176741033;300000
48679;23256435;176743565;300000
48680;23253903;176746097;300000
48681;23251371;176748629;300000
48682;23248839;176751161;300000
48683;23246308;176753692;300000
48684;23243776;176756224;300000
48685;23241245;176758755;300000
48686;23238713;176761287;300000
48687;23236182;176763818;300000
48688;23233651;176766349;300000
48689;23231120;176768880;300000
48690;23228589;176771411;300000
48691;23226058;176773942;300000
48692;23223527;176776473;300000
48693;23220997;176779003;300000
48694;23218466;176781534;300000
48695;23215936;176784064;300000
48696;23213406;176786594;300000
48697;23210875;176789125;300000
48698;23208345;176791655;300000
48699;23205815;176794185;300000
48700;23203285;176796715;300000
48701;23200756;176799244;300000
48702;23198226;176801774;300000
48703;23195696;176804304;300000
48704;23193167;176806833;300000
48705;23190638;176809362;300000
48706;23188108;176811892;300000
48707;23185579;176814421;300000
48708;23183050;176816950;300000
48709;23180521;176819479;300000
48710;23177992;176822008;300000
48711;23175463;176824537;300000
48712;23172935;176827065;300000
48713;23170406;176829594;300000
48714;23167878;176832122;300000
48715;23165349;176834651;300000
48716;23162821;176837179;300000
48717;23160293;176839707;300000
48718;23157765;176842235;300000
48719;23155237;176844763;300000
48720;23152709;176847291;300000
48721;23150182;176849818;300000
48722;23147654;176852346;300000
48723;23145127;176854873;300000
48724;23142599;176857401;300000
48725;23140072;176859928;300000
48726;23137545;176862455;300000
48727;23135018;176864982;300000
48728;23132491;176867509;300000
48729;23129964;176870036;300000
48730;23127437;176872563;300000
48731;23124910;176875090;300000
48732;23122384;176877616;300000
48733;23119857;176880143;300000
48734;23117331;176882669;300000
48735;23114805;176885195;300000
48736;23112278;176887722;300000
48737;23109752;176890248;300000
48738;23107226;176892774;300000
48739;23104701;176895299;300000
48740;23102175;176897825;300000
48741;23099649;176900351;300000
48742;23097124;176902876;300000
48743;23094598;176905402;300000
48744;23092073;176907927;300000
48745;23089548;176910452;300000
48746;23087023;176912977;300000
48747;23084498;176915502;300000
48748;23081973;176918027;300000
48749;23079448;176920552;300000
48750;23076923;176923077;300000
48751;23074398;176925602;300000
48752;23071874;176928126;300000
48753;23069350;176930650;300000
48754;23066825;176933175;300000
48755;23064301;176935699;300000
48756;23061777;176938223;300000
48757;23059253;176940747;300000
48758;23056729;176943271;300000
48759;23054205;176945795;300000
48760;23051682;176948318;300000
48761;23049158;176950842;300000
48762;23046635;176953365;300000
48763;23044111;176955889;300000
48764;23041588;176958412;300000
48765;23039065;176960935;300000
48766;23036542;176963458;300000
48767;23034019;176965981;300000
48768;23031496;176968504;300000
48769;23028973;176971027;300000
48770;23026451;176973549;300000
48771;23023928;176976072;300000
48772;23021406;176978594;300000
48773;23018883;176981117;300000
48774;23016361;176983639;300000
48775;23013839;176986161;300000
48776;23011317;176988683;300000
48777;23008795;176991205;300000
48778;23006273;176993727;300000
48779;23003752;176996248;300000
48780;23001230;176998770;300000
48781;22998709;177001291;300000
48782;22996187;177003813;300000
48783;22993666;177006334;300000
48784;22991145;177008855;300000
48785;22988624;177011376;300000
48786;22986103;177013897;300000
48787;22983582;177016418;300000
48788;22981061;177018939;300000
48789;22978540;177021460;300000
48790;22976020;177023980;300000
48791;22973499;177026501;300000
48792;22970979;177029021;300000
48793;22968459;177031541;300000
48794;22965938;177034062;300000
48795;22963418;177036582;300000
48796;22960898;177039102;300000
48797;22958379;177041621;300000
48798;22955859;177044141;300000
48799;22953339;177046661;300000
48800;22950820;177049180;300000
48801;22948300;177051700;300000
48802;22945781;177054219;300000
48803;22943262;177056738;300000
48804;22940743;177059257;300000
48805;22938224;177061776;300000
48806;22935705;177064295;300000
48807;22933186;177066814;300000
48808;22930667;177069333;300000
48809;22928148;177071852;300000
48810;22925630;177074370;300000
48811;22923112;177076888;300000
48812;22920593;177079407;300000
48813;22918075;177081925;300000
48814;22915557;177084443;300000
48815;22913039;177086961;300000
48816;22910521;177089479;300000
48817;22908003;177091997;300000
48818;22905486;177094514;300000
48819;22902968;177097032;300000
48820;22900451;177099549;300000
48821;22897933;177102067;300000
48822;22895416;177104584;300000
48823;22892899;177107101;300000
48824;22890382;177109618;300000
48825;22887865;177112135;300000
48826;22885348;177114652;300000
48827;22882831;177117169;300000
48828;22880315;177119685;300000
48829;22877798;177122202;300000
48830;22875282;177124718;300000
48831;22872765;177127235;300000
48832;22870249;177129751;300000
48833;22867733;177132267;300000
48834;22865217;177134783;300000
48835;22862701;177137299;300000
48836;22860185;177139815;300000
48837;22857669;177142331;300000
48838;22855154;177144846;300000
48839;22852638;177147362;300000
48840;22850123;177149877;300000
48841;22847608;177152392;300000
48842;22845092;177154908;300000
48843;22842577;177157423;300000
48844;22840062;177159938;300000
48845;22837547;177162453;300000
48846;22835033;177164967;300000
48847;22832518;177167482;300000
48848;22830003;177169997;300000
48849;22827489;177172511;300000
48850;22824974;177175026;300000
48851;22822460;177177540;300000
48852;22819946;177180054;300000
48853;22817432;177182568;300000
48854;22814918;177185082;300000
48855;22812404;177187596;300000
48856;22809890;177190110;300000
48857;22807377;177192623;300000
48858;22804863;177195137;300000
48859;22802350;177197650;300000
48860;22799836;177200164;300000
48861;22797323;177202677;300000
48862;22794810;177205190;300000
48863;22792297;177207703;300000
48864;22789784;177210216;300000
48865;22787271;177212729;300000
48866;22784758;177215242;300000
48867;22782246;177217754;300000
48868;22779733;177220267;300000
48869;22777221;177222779;300000
48870;22774708;177225292;300000
48871;22772196;177227804;300000
48872;22769684;177230316;300000
48873;22767172;177232828;300000
48874;22764660;177235340;300000
48875;22762148;177237852;300000
48876;22759637;177240363;300000
48877;22757125;177242875;300000
48878;22754614;177245386;300000
48879;22752102;177247898;300000
48880;22749591;177250409;300000
48881;22747080;177252920;300000
48882;22744569;177255431;300000
48883;22742058;177257942;300000
48884;22739547;177260453;300000
48885;22737036;177262964;300000
48886;22734525;177265475;300000
48887;22732015;177267985;300000
48888;22729504;177270496;300000
48889;22726994;177273006;300000
48890;22724484;177275516;300000
48891;22721973;177278027;300000
48892;22719463;177280537;300000
48893;22716953;177283047;300000
48894;22714443;177285557;300000
48895;22711934;177288066;300000
48896;22709424;177290576;300000
48897;22706915;177293085;300000
48898;22704405;177295595;300000
48899;22701896;177298104;300000
48900;22699387;177300613;300000
48901;22696877;177303123;300000
48902;22694368;177305632;300000
48903;22691859;177308141;300000
48904;22689351;177310649;300000
48905;22686842;177313158;300000
48906;22684333;177315667;300000
48907;22681825;177318175;300000
48908;22679316;177320684;300000
48909;22676808;177323192;300000
48910;22674300;177325700;300000
48911;22671792;177328208;300000
48912;22669284;177330716;300000
48913;22666776;177333224;300000
48914;22664268;177335732;300000
48915;22661760;177338240;300000
48916;22659253;177340747;300000
48917;22656745;177343255;300000
48918;22654238;177345762;300000
48919;22651730;177348270;300000
48920;22649223;177350777;300000
48921;22646716;177353284;300000
48922;22644209;177355791;300000
48923;22641702;177358298;300000
48924;22639195;177360805;300000
48925;22636689;177363311;300000
48926;22634182;177365818;300000
48927;22631676;177368324;300000
48928;22629169;177370831;300000
48929;22626663;177373337;300000
48930;22624157;177375843;300000
48931;22621651;177378349;300000
48932;22619145;177380855;300000
48933;22616639;177383361;300000
48934;22614133;177385867;300000
48935;22611628;177388372;300000
48936;22609122;177390878;300000
48937;22606617;177393383;300000
48938;22604111;177395889;300000
48939;22601606;177398394;300000
48940;22599101;177400899;300000
48941;22596596;177403404;300000
48942;22594091;177405909;300000
48943;22591586;177408414;300000
48944;22589081;177410919;300000
48945;22586577;177413423;300000
48946;22584072;177415928;300000
48947;22581568;177418432;300000
48948;22579063;177420937;300000
48949;22576559;177423441;300000
48950;22574055;177425945;300000
48951;22571551;177428449;300000
48952;22569047;177430953;300000
48953;22566543;177433457;300000
48954;22564040;177435960;300000
48955;22561536;177438464;300000
48956;22559033;177440967;300000
48957;22556529;177443471;300000
48958;22554026;177445974;300000
48959;22551523;177448477;300000
48960;22549020;177450980;300000
48961;22546517;177453483;300000
48962;22544014;177455986;300000
48963;22541511;177458489;300000
48964;22539008;177460992;300000
48965;22536506;177463494;300000
48966;22534003;177465997;300000
48967;22531501;177468499;300000
48968;22528999;177471001;300000
48969;22526496;177473504;300000
48970;22523994;177476006;300000
48971;22521492;177478508;300000
48972;22518990;177481010;300000
48973;22516489;177483511;300000
48974;22513987;177486013;300000
48975;22511485;177488515;300000
48976;22508984;177491016;300000
48977;22506483;177493517;300000
48978;22503981;177496019;300000
48979;22501480;177498520;300000
48980;22498979;177501021;300000
48981;22496478;177503522;300000
48982;22493977;177506023;300000
48983;22491477;177508523;300000
48984;22488976;177511024;300000
48985;22486475;177513525;300000
48986;22483975;177516025;300000
48987;22481475;177518525;300000
48988;22478974;177521026;300000
48989;22476474;177523526;300000
48990;22473974;177526026;300000
48991;22471474;177528526;300000
48992;22468975;177531025;300000
48993;22466475;177533525;300000
48994;22463975;177536025;300000
48995;22461476;177538524;300000
48996;22458976;177541024;300000
48997;22456477;177543523;300000
48998;22453978;177546022;300000
48999;22451479;177548521;300000
49000;22448980;177551020;300000
49001;22446481;177553519;300000
49002;22443982;177556018;300000
49003;22441483;177558517;300000
49004;22438985;177561015;300000
49005;22436486;177563514;300000
49006;22433988;177566012;300000
49007;22431489;177568511;300000
49008;22428991;177571009;300000
49009;22426493;177573507;300000
49010;22423995;177576005;300000
49011;22421497;177578503;300000
49012;22418999;177581001;300000
49013;22416502;177583498;300000
49014;22414004;177585996;300000
49015;22411507;177588493;300000
49016;22409009;177590991;300000
49017;22406512;177593488;300000
49018;22404015;177595985;300000
49019;22401518;177598482;300000
49020;22399021;177600979;300000
49021;22396524;177603476;300000
49022;22394027;177605973;300000
49023;22391531;177608469;300000
49024;22389034;177610966;300000
49025;22386537;177613463;300000
49026;22384041;177615959;300000
49027;22381545;177618455;300000
49028;22379049;177620951;300000
49029;22376553;177623447;300000
49030;22374057;177625943;300000
49031;22371561;177628439;300000
49032;22369065;177630935;300000
49033;22366569;177633431;300000
49034;22364074;177635926;300000
49035;22361578;177638422;300000
49036;22359083;177640917;300000
49037;22356588;177643412;300000
49038;22354093;177645907;300000
49039;22351598;177648402;300000
49040;22349103;177650897;300000
49041;22346608;177653392;300000
49042;22344113;177655887;300000
49043;22341619;177658381;300000
49044;22339124;177660876;300000
49045;22336630;177663370;300000
49046;22334135;177665865;300000
49047;22331641;177668359;300000
49048;22329147;177670853;300000
49049;22326653;177673347;300000
49050;22324159;177675841;300000
49051;22321665;177678335;300000
49052;22319171;177680829;300000
49053;22316678;177683322;300000
49054;22314184;177685816;300000
49055;22311691;177688309;300000
49056;22309198;177690802;300000
49057;22306704;177693296;300000
49058;22304211;177695789;300000
49059;22301718;177698282;300000
49060;22299225;177700775;300000
49061;22296733;177703267;300000
49062;22294240;177705760;300000
49063;22291747;177708253;300000
49064;22289255;177710745;300000
49065;22286762;177713238;300000
49066;22284270;177715730;300000
49067;22281778;177718222;300000
49068;22279286;177720714;300000
49069;22276794;177723206;300000
49070;22274302;177725698;300000
49071;22271810;177728190;300000
49072;22269319;177730681;300000
49073;22266827;177733173;300000
49074;22264335;177735665;300000
49075;22261844;177738156;300000
49076;22259353;177740647;300000
49077;22256862;177743138;300000
49078;22254371;177745629;300000
49079;22251880;177748120;300000
49080;22249389;177750611;300000
49081;22246898;177753102;300000
49082;22244407;177755593;300000
49083;22241917;177758083;300000
49084;22239426;177760574;300000
49085;22236936;177763064;300000
49086;22234446;177765554;300000
49087;22231956;177768044;300000
49088;22229465;177770535;300000
49089;22226975;177773025;300000
49090;22224486;177775514;300000
49091;22221996;177778004;300000
49092;22219506;177780494;300000
49093;22217017;177782983;300000
49094;22214527;177785473;300000
49095;22212038;177787962;300000
49096;22209549;177790451;300000
49097;22207059;177792941;300000
49098;22204570;177795430;300000
49099;22202082;177797918;300000
49100;22199593;177800407;300000
49101;22197104;177802896;300000
49102;22194615;177805385;300000
49103;22192127;177807873;300000
49104;22189638;177810362;300000
49105;22187150;177812850;300000
49106;22184662;177815338;300000
49107;22182174;177817826;300000
49108;22179686;177820314;300000
49109;22177198;177822802;300000
49110;22174710;177825290;300000
49111;22172222;177827778;300000
49112;22169734;177830266;300000
49113;22167247;177832753;300000
49114;22164760;177835240;300000
49115;22162272;177837728;300000
49116;22159785;177840215;300000
49117;22157298;177842702;300000
49118;22154811;177845189;300000
49119;22152324;177847676;300000
49120;22149837;177850163;300000
49121;22147350;177852650;300000
